下川東,北海道,288,47,142.7656,44.3207,Shimokawahigashi,1
下川西,北海道,285,48,142.6303,44.2921,Shimokawanishi,1
中富良野,北海道,283,70,142.5245,43.3841,Nakafurano,1
中川,北海道,273,39,142.0528,44.6617,Nakagawa,1
中標津,北海道,333,66,144.9665,43.5508,Nakashibetsu,1
中頓別,北海道,277,32,142.2247,44.9387,Nakatombetsu,1
佐呂間,北海道,312,53,143.9455,44.0813,Saroma,1
倶知安,北海道,248,81,140.8223,42.95,Kutchan,1
共和,北海道,244,80,140.6219,42.9758,Kyowa,1
別海東,北海道,336,70,145.1224,43.3978,Bekkai East,1
別海西,北海道,329,70,144.8021,43.39,Betsukai west,1
北檜山,北海道,231,92,139.9678,42.4851,Kitahiyama,1
千歳,北海道,265,82,141.6399,42.888,Chitose,1
占冠,北海道,285,78,142.6562,43.0406,Shimukappu,1
厚沢部,北海道,238,104,140.3087,41.9856,Assabu,1
厚真,北海道,269,88,141.8641,42.6486,Atsuma,1
古平,北海道,244,74,140.6228,43.2341,Furubira,1
名寄,北海道,280,44,142.4056,44.4376,Nayoro,1
和寒,北海道,278,56,142.2834,43.9754,Wassamu,1
喜茂別,北海道,251,85,140.9766,42.768,Kimobetsu,1
夕張,北海道,272,80,142.0085,42.993,Yubari,1
大樹,北海道,296,92,143.152,42.4865,Taiki,1
大滝,北海道,253,88,141.0643,42.6476,Otaki,1
天塩,北海道,271,33,141.9251,44.8948,Teshio,1
女満別,北海道,317,57,144.1913,43.9144,Memanbetsu,1
室蘭,北海道,252,94,141.0017,42.4116,Muroran,1
富良野,北海道,279,70,142.3409,43.3697,Furano,1
小平東,北海道,271,53,141.9621,44.0974,Kodaira Higashi,1
小平西,北海道,268,54,141.7876,44.0254,Kodaira Nishi,1
小清水,北海道,322,58,144.4574,43.8566,Koshimizu,1
島牧,北海道,235,85,140.1557,42.7797,Shimamaki,1
幌加内中,北海道,275,52,142.1414,44.116,Horokanai,1
幌加内北,北海道,275,48,142.1594,44.2803,Horokanai North,1
幌加内南,北海道,275,55,142.1258,43.9994,Horokanai South,1
幌延,北海道,274,30,142.0795,45.0167,Horonobe,1
平取東,北海道,280,87,142.4054,42.7061,Biratori Higashi,1
平取西,北海道,277,87,142.2296,42.7031,Biratori west,1
当別,北海道,264,69,141.5836,43.4087,Tobetsu,1
斜里北,北海道,333,53,144.9935,44.064,Shari north,1
斜里南,北海道,329,57,144.8071,43.9269,Shari Minami,1
新冠,北海道,283,89,142.5446,42.5977,Niikappu,1
新得北,北海道,291,71,142.9448,43.3337,Shintoku Kita,1
新得南,北海道,291,75,142.9176,43.1739,Shintoku South,1
新篠津,北海道,265,74,141.6523,43.2204,Shinshinotsu,1
本別,北海道,305,77,143.6181,43.1211,Hombetsu,1
栗山,北海道,268,78,141.8063,43.0587,Kuriyama,1
様似,北海道,291,101,142.9164,42.133,Samani,1
標津北,北海道,334,60,145.0246,43.785,Shibetsu North,1
標津南,北海道,332,63,144.9618,43.6772,Shibetsu South,1
標茶北,北海道,326,70,144.6279,43.3848,Shibecha North,1
標茶南,北海道,327,74,144.6804,43.2139,Shibecha South,1
歌登北,北海道,282,34,142.4868,44.857,Utanobori,1
歌登南,北海道,284,37,142.6039,44.7433,Utanobori,1
沼田,北海道,271,59,141.9397,43.8203,Numata,1
泊,北海道,242,78,140.5017,43.0527,Night,1
浜中,北海道,336,74,145.1168,43.2084,Hamanaka,1
浜頓別,北海道,281,28,142.4307,45.1001,Hamatombetsu,1
深川北,北海道,275,59,142.1594,43.8243,Fukagawa North,1
深川南,北海道,274,62,142.0776,43.6948,Fukagawa South,1
清水,北海道,290,83,142.883,42.8742,Shimizu,1
湧別北,北海道,305,50,143.6202,44.2146,Yubetsu North,1
滝上北,北海道,294,50,143.0767,44.192,Takinoue north,1
滝上南,北海道,293,52,143.0111,44.1146,Takinoue South,1
熊石,北海道,232,101,140.004,42.1344,Kumaishi,1
猿払北,北海道,275,22,142.1185,45.3346,Sarufutsu North,1
猿払南,北海道,277,25,142.2254,45.2163,Sarufutsu South,1
留辺蘂,北海道,302,61,143.4514,43.7419,Rubeshibe,1
白滝,北海道,294,59,143.0861,43.8494,Shirataki,1
白糠北,北海道,311,76,143.8936,43.1603,Shiranuka North,1
白糠南,北海道,313,80,143.9841,42.9856,Shiranuka South,1
白老,北海道,259,90,141.3497,42.5629,Shiraoi,1
真狩,北海道,248,85,140.8084,42.763,Makkari,1
知内,北海道,240,114,140.4207,41.5977,Shiriuchi,1
砂川,北海道,270,67,141.909,43.5138,Sunagawa,1
稚内北,北海道,270,18,141.885,45.4883,Wakkanai north,1
稚内東,北海道,270,25,141.8806,45.2303,Wakkanai Higashi,1
稚内西,北海道,265,24,141.6334,45.2531,Wakkanai West,1
穂別,北海道,275,83,142.1285,42.8714,Hobetsu,1
置戸東,北海道,303,64,143.51,43.6352,Oketo Higashi,1
美幌,北海道,317,62,144.1835,43.7228,Bihoro,1
美深北,北海道,278,40,142.3036,44.5973,Bifuka Kita,1
美深東,北海道,284,41,142.5736,44.5509,Bifuka East,1
美深西,北海道,278,43,142.2725,44.4732,Bifuka west,1
美瑛東,北海道,284,67,142.6006,43.5038,Biei Higashi,1
美瑛西,北海道,280,67,142.3906,43.5113,Biei West,1
興部東,北海道,297,46,143.2407,44.3843,Okoppe East,1
興部西,北海道,293,45,143.0264,44.4234,Okoppe West,1
芽室,北海道,294,82,143.0603,42.892,Memuro,1
蘭越,北海道,241,84,140.4831,42.8309,Rankoshi,1
豊富,北海道,268,28,141.7834,45.1019,Abundant,1
豊浦,北海道,245,88,140.665,42.6415,Toyoura,1
豊頃,北海道,303,84,143.5203,42.8114,Toyokoro,1
赤井川,北海道,248,77,140.8199,43.0842,Akaigawa,1
足寄東,北海道,311,70,143.8983,43.3822,Ashoro East,1
足寄西,北海道,301,73,143.4317,43.2708,Ashoro Nishi,1
追分,北海道,268,83,141.8191,42.8739,Oiwake,1
遠別,北海道,268,39,141.8187,44.6359,Embetsu,1
門別東,北海道,279,89,142.3521,42.5934,Monbetsu East,1
門別西,北海道,273,91,142.0381,42.5126,Monbetsu West,1
阿寒北,北海道,315,69,144.0844,43.4361,Akan north,1
阿寒南,北海道,315,77,144.123,43.1142,Akan South,1
陸別,北海道,306,68,143.683,43.4683,Rikubetsu,1
雄武,北海道,289,42,142.8444,44.5276,Omu,1
静内,北海道,279,95,142.3572,42.3498,Shizunai,1
音威子府,北海道,277,36,142.2542,44.7745,Otoineppu,1
鶴居南,北海道,320,76,144.3274,43.1359,Tsuruiminami,1
鶴居東,北海道,322,74,144.4285,43.22,Tsurui Higashi,1
鶴居西,北海道,318,73,144.2338,43.2556,Tsuruinishi,1
黒松内,北海道,241,89,140.4841,42.6104,Kuromatsunai,1
下総,千葉県,232,256,140.0206,35.7966,Shimosa,2
勝浦東,千葉県,238,272,140.3398,35.1714,Katsuura Higashi,2
匝瑳,千葉県,242,258,140.5046,35.7215,Sosa,2
千葉,千葉県,236,262,140.2417,35.5458,Chiba,2
富津,千葉県,229,267,139.8554,35.3445,Futtsu,2
成田,千葉県,238,255,140.298,35.8307,Narita,2
蓮沼,千葉県,242,261,140.5107,35.5943,Hasunuma,2
銚子中,千葉県,248,258,140.823,35.7342,In Choshi,2
養老,千葉県,235,269,140.1529,35.2867,Yoro,2
館山西,千葉県,227,277,139.7885,34.9591,Tateyama Nishi,2
鴨川,千葉県,231,272,139.9649,35.1384,Kamogawa,2
鴨川南,千葉県,233,274,140.0997,35.0882,Kamogawa South,2
すさみ,和歌山県,141,311,135.5454,33.5559,Susami,4
上富田,和歌山県,139,308,135.4396,33.6894,Kamitonda,4
印南,和歌山県,134,305,135.2172,33.8248,Inami,4
和歌山,和歌山県,131,293,135.0714,34.2868,Wakayama,4
大塔,和歌山県,142,308,135.5953,33.6948,Great tower,4
広川,和歌山県,134,301,135.2122,33.9804,Hirokawa,4
花園,和歌山県,141,297,135.5369,34.1373,Flower garden,4
那智勝浦,和歌山県,147,310,135.8619,33.6072,Nachikatsuura,4
那賀,和歌山県,139,292,135.4483,34.3228,Naga,4
野上,和歌山県,136,297,135.3244,34.1314,Nogami,4
名栗,埼玉県,214,253,139.1485,35.9118,Naguri,2
小鹿野,埼玉県,210,251,138.9691,36.0274,Ogano,2
岩槻,埼玉県,226,253,139.7349,35.929,Iwatsuki,2
川本,埼玉県,217,248,139.2894,36.1131,Kawamoto,2
所沢,埼玉県,222,256,139.5353,35.8028,Tokorozawa,2
日高,埼玉県,219,254,139.3843,35.899,Hidaka,2
皆野,埼玉県,213,250,139.0993,36.0715,Minano,2
神泉,埼玉県,212,248,139.0504,36.1509,Shinsen,2
都幾川,埼玉県,216,251,139.2191,35.9964,Toki River,2
飯能,埼玉県,217,255,139.2726,35.8637,Hanno,2
三重,大分県,60,325,131.5881,32.987,Triple,6
九重,大分県,53,318,131.2118,33.2844,Kokonoe,6
佐伯,大分県,66,327,131.8695,32.9278,Saiki,6
宇目東,大分県,62,329,131.6786,32.8486,Ume Higashi,6
宇目西,大分県,59,329,131.5357,32.8392,Umenishi,6
安岐,大分県,62,313,131.6856,33.4736,Aki,6
山国,大分県,49,315,131.0326,33.4122,Mountain country,6
山香,大分県,57,314,131.4429,33.4581,Yamaga,6
庄内,大分県,55,322,131.3473,33.1306,Shonai,6
竹田,大分県,56,326,131.3984,32.9726,Takeda,6
野津原,大分県,59,321,131.542,33.1525,Notsuharu,6
交野,大阪府,144,282,135.7052,34.763,Katano,4
大阪,大阪府,140,283,135.5199,34.7159,4,4
太子,大阪府,143,287,135.6608,34.5248,Prince,4
此花,大阪府,138,284,135.3896,34.6628,Konohana,4
田尻,大阪府,135,291,135.2836,34.3977,Tajiri,4
十津川東,奈良県,147,301,135.8574,33.9692,Totsukawa East,4
十津川西,奈良県,143,301,135.6489,33.9666,Totsukawa west,4
天理,奈良県,147,286,135.8541,34.5843,Tenri,4
山添,奈良県,151,285,136.0512,34.6413,Yamazoe,4
川上,奈良県,150,293,136.0022,34.2925,Kawakami,4
東吉野,奈良県,151,290,136.0294,34.4237,Higashiyoshino,4
黒滝,奈良県,147,293,135.8369,34.3061,Kurotaki,4
仙台,宮城県,252,196,140.9969,38.24,Sendai,1
利府,宮城県,251,194,140.9551,38.34,Rifu,1
南三陸,宮城県,260,185,141.4176,38.6993,Minamisanriku,1
唐桑,宮城県,265,180,141.6377,38.9207,Karakuwa,1
小野田,宮城県,247,188,140.7804,38.5793,Onoda,1
山元,宮城県,250,204,140.8924,37.9411,Yamamoto,1
岩沼,宮城県,249,199,140.8441,38.1133,Iwanuma,1
川崎,宮城県,244,198,140.6405,38.1802,Kawasaki,1
志津川,宮城県,261,186,141.4428,38.6416,Shizugawa,1
東和,宮城県,258,183,141.3254,38.786,Towa,1
河北,宮城県,259,190,141.3421,38.5158,Kahoku,1
田尻,宮城県,253,188,141.071,38.5907,Tajiri,1
白石,宮城県,244,202,140.6027,38.0091,Shiraishi,1
鳴子,宮城県,245,181,140.6513,38.8587,Naruko,1
五ヶ瀬,宮崎県,53,333,131.2257,32.6536,Gokase,6
佐土原,宮崎県,58,349,131.47,32.0208,Sadowara,6
北川,宮崎県,62,332,131.6829,32.6972,Kitagawa,6
南郷,宮崎県,54,341,131.2668,32.347,Nango,6
国富,宮崎県,54,349,131.29,32.0215,national wealth,6
川南,宮崎県,59,344,131.5309,32.2132,Kawaminami,6
延岡,宮崎県,62,337,131.6958,32.506,Nobeoka,6
日南,宮崎県,55,360,131.351,31.5649,Nichinan,6
日向,宮崎県,60,340,131.5893,32.3654,Hinata,6
東郷,宮崎県,58,341,131.4643,32.3607,Togo,6
椎葉,宮崎県,50,338,131.1043,32.4754,Shiiba,6
西米良,宮崎県,52,345,131.1946,32.1987,Nishimera,6
諸塚,宮崎県,55,337,131.3349,32.5181,Morotsuka,6
都城北,宮崎県,47,353,130.9454,31.8643,Miyakonojo Kita,6
都城南,宮崎県,50,356,131.0791,31.7301,Miyakojo Minami,6
須木,宮崎県,50,348,131.0618,32.0421,Suki,6
井波,富山県,170,237,136.9584,36.5736,Inami,3
八尾,富山県,174,237,137.1595,36.5711,Yao,3
利賀,富山県,171,240,137.0392,36.4406,Toga,3
大門,富山県,171,234,137.0378,36.7142,Daimon,3
富山,富山県,176,233,137.2627,36.7294,Toyama,3
氷見,富山県,169,230,136.9276,36.8866,Himi,3
魚津,富山県,180,232,137.4689,36.7914,Uozu,3
むつみ,山口県,61,288,131.6329,34.4837,Mutsumi,5
上関,山口県,71,305,132.104,33.826,Kaminoseki,5
周東,山口県,70,300,132.0626,34.027,Shuto,5
宇部,山口県,54,301,131.3012,33.9893,Ube,5
岩国,山口県,71,296,132.126,34.1891,Iwakuni,5
徳地,山口県,62,295,131.6859,34.2091,Tokuji,5
徳山,山口県,65,301,131.8149,33.9725,Tokuyama,5
東和,山口県,77,302,132.4046,33.9291,Towa,5
田万川,山口県,62,285,131.6681,34.6257,Tamagawa,5
美川,山口県,69,295,131.9943,34.1974,Mikawa,5
美東,山口県,56,295,131.3597,34.2176,Mito,5
美祢,山口県,51,298,131.1434,34.1111,Mine,5
菊川,山口県,49,298,131.0506,34.1149,Kikukawa,5
萩,山口県,56,291,131.3774,34.3979,Hagi,5
豊浦,山口県,47,297,130.9323,34.1349,Toyoura,5
長門,山口県,52,292,131.177,34.3408,Nagato,5
防府,山口県,60,299,131.5618,34.0494,Hofu,5
上山,山形県,238,200,140.2978,38.0813,Kaminoyama,1
八幡,山形県,232,178,140.0333,38.9701,Yawata,1
南陽,山形県,235,200,140.1553,38.1035,Nanyo,1
天童,山形県,239,193,140.3805,38.3841,Tendo,1
小国,山形県,227,202,139.8017,37.9883,Small country,1
山形,山形県,237,196,140.2583,38.2693,Yamagata,1
戸沢,山形県,235,184,140.178,38.7498,Tozawa,1
最上,山形県,243,185,140.5544,38.7132,Mogami,1
朝日,山形県,227,191,139.7606,38.4704,Asahi,1
立川,山形県,232,187,140.0055,38.6357,Tachikawa,1
米沢,山形県,232,205,140.0278,37.896,Yonezawa,1
舟形,山形県,239,185,140.3744,38.7107,Funagata,1
西川東,山形県,234,192,140.1249,38.4257,Nishikawa Higashi,1
西川西,山形県,231,193,139.9916,38.386,Nishikawa west,1
高畠,山形県,235,203,140.1836,37.9633,Takahata,1
上九一色,山梨県,203,263,138.6045,35.5323,Kamikuishiki,3
増穂,山梨県,200,262,138.449,35.5623,Masuho,3
大月,山梨県,211,260,138.9777,35.6247,Otsuki,3
早川,山梨県,198,265,138.3325,35.4327,Hayakawa,3
早川北,山梨県,197,263,138.3087,35.5351,Hayakawa Kita,3
甲府2,山梨県,202,258,138.5653,35.7421,Kofu 2,3
西野原,山梨県,206,259,138.734,35.6895,Nishinohara,3
身延,山梨県,199,267,138.4203,35.3509,Minobu,3
都留南,山梨県,210,263,138.9675,35.5115,Tsuru South,3
上宝,岐阜県,181,245,137.5174,36.2493,Kamitakara,3
上石津,岐阜県,160,269,136.4732,35.2953,Kamiishizu,3
下呂北,岐阜県,176,256,137.2531,35.7991,Gero Kita,3
中津川,岐阜県,180,265,137.4706,35.4571,Nakatsugawa,3
八百津,岐阜県,175,264,137.2464,35.4865,Yaotsu,3
古川,岐阜県,174,245,137.1983,36.2448,Furukawa,3
各務原,岐阜県,168,266,136.8764,35.4121,Kakamigahara,3
坂内,岐阜県,158,261,136.4134,35.6033,Sakauchi,3
大和,岐阜県,170,255,136.9621,35.8323,Yamato,3
春日,岐阜県,159,266,136.4347,35.4179,Kasuga,3
朝日北,岐阜県,177,249,137.3438,36.094,Asahi Kita,3
朝日南,岐阜県,178,251,137.3906,36.0216,Asahi South,3
東白川,岐阜県,177,260,137.3187,35.6401,Higashishirakawa,3
板取,岐阜県,166,258,136.7847,35.7235,Itatori,3
根尾,岐阜県,163,260,136.6134,35.6325,Neo,3
白川,岐阜県,168,245,136.8979,36.2743,Shirakawa,3
神岡,岐阜県,178,242,137.3716,36.3779,Kamioka,3
美並,岐阜県,170,259,136.9618,35.6665,Minami,3
美濃加茂,岐阜県,170,265,137.004,35.4527,Minokamo,3
羽島,岐阜県,164,269,136.7002,35.2768,Hashima,3
荘川,岐阜県,169,250,136.9479,36.0654,Shokawa,3
谷汲,岐阜県,163,263,136.6127,35.5214,Kegonji Temple,3
金山,岐阜県,173,259,137.1054,35.6682,Kanayama,3
馬瀬,岐阜県,173,254,137.1495,35.8991,Maze,3
高富,岐阜県,166,263,136.7939,35.5038,Takatomi,3
高山,岐阜県,175,248,137.2208,36.1338,Takayama,3
高鷲,岐阜県,168,252,136.8732,35.9514,Takasu,3
上斎原,岡山県,108,269,133.9263,35.2826,Kamisaibara,5
勝央,岡山県,112,274,134.1162,35.0732,Shoo,5
北房,岡山県,102,277,133.6205,34.9363,Hokubo,5
哲多,岡山県,97,278,133.4055,34.9103,Tetta,5
大原,岡山県,116,273,134.319,35.0999,Ohara,5
岡山,岡山県,105,281,133.789,34.7783,Okayama,5
建部,岡山県,106,279,133.8527,34.8684,Takebe,5
日生,岡山県,115,282,134.2744,34.7283,Nissei,5
湯原,岡山県,103,271,133.6765,35.1809,Yubara,5
瀬戸,岡山県,111,282,134.0702,34.7501,Seto,5
玉野,岡山県,107,288,133.8905,34.507,Tamano,5
真備,岡山県,103,285,133.6861,34.6429,Mabi,5
神郷,岡山県,95,275,133.3169,35.0493,Kamigo,5
美星,岡山県,100,284,133.5283,34.6756,Bisei,5
一戸,岩手県,256,151,141.1915,40.0811,Ichinohe,1
一関東,岩手県,252,178,141.0013,38.969,Ichi Kanto,1
一関西,岩手県,249,177,140.8638,39.0092,Ichi Kansai,1
一関西2,岩手県,249,177,140.864,39.0094,Ichi Kansai 2,1
久慈北,岩手県,268,147,141.7831,40.2686,Kuji Kita,1
久慈南,岩手県,266,151,141.712,40.0861,Kuji Minami,1
九戸,岩手県,260,149,141.4245,40.1533,Kunohe,1
二戸東,岩手県,259,147,141.3423,40.2383,Ninohe East,1
二戸西,岩手県,255,147,141.1709,40.2611,Ninohe West,1
住田,岩手県,260,173,141.3909,39.1809,Sumita,1
安代,岩手県,251,150,140.9529,40.1391,Ashiro,1
山田,岩手県,271,166,141.9336,39.4734,Yamada,1
岩泉,岩手県,265,158,141.652,39.802,Iwaizumi,1
川井北,岩手県,264,162,141.5977,39.6442,Kawai Kita,1
川井南,岩手県,266,166,141.6775,39.463,Kawai Minami,1
東和,岩手県,258,169,141.3015,39.334,Towa,1
玉山,岩手県,260,157,141.3826,39.825,Yushan,1
田老,岩手県,270,159,141.9087,39.7435,Taro,1
矢巾,岩手県,254,163,141.0929,39.6148,Yahaba,1
花巻北,岩手県,252,166,141.0001,39.4559,Hanamaki north,1
花巻南,岩手県,253,169,141.0473,39.3434,Hanamaki Minami,1
葛巻,岩手県,263,155,141.5492,39.9398,Kuzumaki,1
藤沢,岩手県,259,181,141.3512,38.8654,Fujisawa,1
軽米,岩手県,263,146,141.5709,40.2705,Light rice,1
金ヶ崎,岩手県,252,173,141.0118,39.1979,Kanegasaki,1
釜石,岩手県,269,171,141.8233,39.2741,Kamaishi,1
陸前高田,岩手県,263,177,141.532,39.0307,Rikuzentakata,1
雫石,岩手県,251,162,140.9465,39.6436,Shizukuishi,1
仁多,島根県,91,270,133.0856,35.2235,Nita,5
伯太,島根県,94,269,133.2604,35.2963,Hakata,5
佐田,島根県,83,270,132.7223,35.2243,Sata,5
六日市,島根県,66,291,131.8925,34.3904,Muikaichi,5
加茂,島根県,87,267,132.8989,35.3422,Kamo,5
匹見,島根県,69,286,132.0122,34.5725,Hikimi,5
吉田,島根県,86,272,132.8558,35.1634,Yoshida,5
平田,島根県,85,265,132.8008,35.4259,Hirata,5
江津,島根県,75,276,132.3069,35.0087,Gotsu,5
石見,島根県,77,279,132.4208,34.8801,Iwami,5
美保関,島根県,95,262,133.3004,35.5579,Mihonoseki,5
美都,島根県,69,283,132.0402,34.694,Mito,5
羽須美,島根県,82,279,132.6396,34.8697,Hasumi,5
邑智,島根県,79,274,132.5308,35.0918,Ochi,5
金城,島根県,73,279,132.2026,34.8839,Kinjo,5
鹿島,島根県,89,263,133.0226,35.5232,Kashima,5
三原,広島県,90,291,133.0236,34.3736,Mihara,5
佐伯,広島県,72,291,132.1611,34.3935,Saiki,5
倉橋,広島県,79,297,132.5053,34.1161,Kurahashi,5
口和,広島県,87,278,132.9123,34.9137,Kuchiwa,5
吉田,広島県,82,284,132.6689,34.6629,Yoshida,5
吉舎,広島県,88,283,132.9524,34.7016,Kisa,5
呉,広島県,82,293,132.6411,34.2883,Wu,5
大和,広島県,88,287,132.948,34.5482,Yamato,5
広島,広島県,77,286,132.4295,34.581,5,5
広島南,広島県,77,290,132.3907,34.4122,5 Minami,5
御調,広島県,92,288,133.1375,34.5183,Mitsugi,5
戸河内,広島県,73,286,132.2326,34.5716,Togouchi,5
東広島,広島県,85,289,132.7923,34.4572,Higashi 5,5
沖美,広島県,77,295,132.4063,34.209,Okimi,5
沼隈,広島県,96,291,133.3493,34.3785,Numakuma,5
神石,広島県,92,280,133.1674,34.8225,Kamiishi,5
神辺,広島県,98,287,133.4179,34.5566,Kannabe,5
芸北,広島県,76,282,132.3794,34.7471,Geihoku,5
井川,徳島県,107,300,133.8933,33.9997,Ikawa,5
徳島,徳島県,120,301,134.5337,33.9902,5,5
日和佐,徳島県,120,306,134.4994,33.7751,Hiwasa,5
木屋平,徳島県,112,303,134.1294,33.8778,Koyadaira,5
海南,徳島県,116,309,134.3156,33.6628,Hainan,5
貞光,徳島県,111,300,134.0918,34.0112,Sadamitsu,5
三崎,愛媛県,71,316,132.1157,33.3719,Misaki,5
丹原,愛媛県,90,303,133.0658,33.9023,Tanbara,5
伊方,愛媛県,75,313,132.3072,33.4719,Ikata,5
大洲,愛媛県,81,311,132.6011,33.5807,Ozu,5
宇和,愛媛県,79,314,132.5055,33.427,Uwa,5
宮窪,愛媛県,90,296,133.0581,34.1918,Miyakubo,5
新宮,愛媛県,102,302,133.6497,33.9154,Shingu,5
日吉,愛媛県,85,317,132.798,33.3348,Hiyoshi,5
柳谷,愛媛県,89,312,133.0016,33.5388,Yanagidani,5
河辺,愛媛県,84,313,132.748,33.5022,Riverside,5
津島,愛媛県,80,324,132.5552,33.0556,Tsushima,5
砥部,愛媛県,85,307,132.8032,33.7112,Tobe,5
西条,愛媛県,93,304,133.184,33.865,Saijo,5
作手,愛知県,179,277,137.4114,34.9512,Tsukude,3
南知多,愛知県,169,282,136.9385,34.7401,Minamichita,3
安城,愛知県,172,277,137.0568,34.9319,Anjo,3
岡崎,愛知県,175,277,137.2377,34.9635,Okazaki,3
常滑,愛知県,168,279,136.8763,34.8886,Tokoname,3
幡豆,愛知県,173,281,137.1057,34.7884,Hazu,3
新城,愛知県,180,278,137.4876,34.8976,Shinshiro,3
旭,愛知県,179,270,137.4039,35.2194,Asahi,3
春日井,愛知県,172,268,137.057,35.3059,Kasugai,3
清洲,愛知県,167,270,136.8509,35.2177,Kiyosu,3
渥美,愛知県,171,285,137.0419,34.6158,Atsumi,3
設楽,愛知県,181,272,137.535,35.1543,Shitara,3
豊根,愛知県,185,271,137.7268,35.184,Toyone,3
豊橋,愛知県,178,284,137.3902,34.6643,Toyohashi,3
豊橋北,愛知県,179,281,137.4393,34.7853,Toyohashi north,3
足助,愛知県,177,272,137.3359,35.1392,Asuke,3
長久手,愛知県,171,271,137.0474,35.1842,Nagakute,3
額田,愛知県,177,278,137.2993,34.9189,Nakuda,3
鳳来,愛知県,183,276,137.6243,35.0002,Horai,3
上川,新潟県,219,213,139.3648,37.5438,Kamikawa,3
下田,新潟県,214,214,139.1279,37.5386,Shimoda,3
六日,新潟県,211,225,138.9951,37.0533,Six days,3
加茂,新潟県,212,211,139.0676,37.6527,Kamo,3
塩沢,新潟県,208,226,138.8521,37.0303,Shiozawa,3
妙高,新潟県,196,228,138.2594,36.9425,Myoko,3
妙高高原,新潟県,193,230,138.0966,36.8569,Myoko Plateau,3
川西,新潟県,206,222,138.744,37.1728,Kawanishi,3
朝日,新潟県,222,195,139.5486,38.2799,Asahi,3
村松,新潟県,216,210,139.261,37.6658,Muramatsu,3
津川,新潟県,221,210,139.4648,37.6708,Tsugawa,3
湯之谷,新潟県,211,221,138.9821,37.2239,Yunoya,3
湯沢,新潟県,207,231,138.7849,36.8114,Yuzawa,3
牧,新潟県,199,225,138.3966,37.0544,Maki,3
糸魚川,新潟県,188,228,137.848,36.9378,Itoigawa,3
聖籠,新潟県,217,203,139.2788,37.9759,Seiro,3
荒川,新潟県,220,199,139.4289,38.1327,Arakawa,3
長岡,新潟県,209,216,138.8876,37.4272,Nagaoka,3
関川,新潟県,222,199,139.5428,38.1313,Sekigawa,3
八王子,東京都,216,259,139.265,35.6701,Hachioji,2
府中,東京都,221,260,139.4704,35.6539,Fuchu,2
檜原南,東京都,214,259,139.1275,35.7017,Hibaraminami,2
江東,東京都,228,261,139.8125,35.6114,Koto,2
今市,栃木県,227,234,139.7694,36.7084,Imaichi,2
大田原,栃木県,232,230,140.0225,36.8578,Otawara,2
宇都宮,栃木県,229,238,139.8637,36.5595,Utsunomiya,2
栗山東,栃木県,224,230,139.6459,36.8828,Kuriyama Higashi,2
栗山西,栃木県,220,230,139.4534,36.8817,Kuriyama Nishi,2
氏家,栃木県,231,234,139.9842,36.6959,Ujiie,2
